Alias;Канонический key;Название города в UI;canonical_city_id;region;region_id;country;Район
Вологодский район, д. Новое;Novoe;Новое;407;Вологодская Область;36;Россия;Вологодский
Вологодский район, Ермаково;Ermakovo;Ермаково;167;Вологодская Область;36;Россия;Вологодский
Вологодский район, п. Васильевское;Vasilevskoe;Васильевское;76;Вологодская Область;36;Россия;Вологодский
Вологодский район, п. Ермаково;Ermakovo;Ермаково;167;Вологодская Область;36;Россия;Вологодский
Вологодский район, п. Кувшиново;Kuvshinovo;Кувшиново;300;Вологодская Область;36;Россия;Вологодский
Вологодский район, п. Майский;Mayskiy;Майский;334;Вологодская Область;36;Россия;Вологодский
Вологодский район, п.Уткино;Utkino;Уткино;618;Вологодская Область;36;Россия;Вологодский
Вологодский район, Пос. Кувшиново;Kuvshinovo;Кувшиново;300;Вологодская Область;36;Россия;Вологодский
Вологодский район, Стризнево;Striznevo;Стризнево;565;Вологодская Область;36;Россия;Вологодский
Вологодский район,п .Васильевское;Vasilevskoe;Васильевское;76;Вологодская Область;36;Россия;Вологодский
Вологодский район,п.Васильевское;Vasilevskoe;Васильевское;76;Вологодская Область;36;Россия;Вологодский
Вологодский район. посёлок Сосновка.;Sosnovka;Сосновка;555;Вологодская Область;36;Россия;Вологодский
Вологодский р-н;Vologodskiy r-n;Вологодский р-н;101;Вологодская Область;36;Россия;Вологодский
Вологодский р-н д. стризнево;Striznevo;Стризнево;565;Вологодская Область;36;Россия;Вологодский
Волода;Vologda;Вологда;98;Вологодская Область;36;Россия;Вологодский
Волоколакмск;Volokolamsk;Волоколамск;102;Московская Область;51;Россия;
Вололгда;Vologda;Вологда;98;Вологодская Область;36;Россия;Вологодский
волхов;Volkhov;Волхов;103;Ленинградская Область;48;Россия;
Воркута;Vorkuta;Воркута;104;Коми Республика;12;Россия;
Воронеж;Voronezh;Воронеж;105;Воронежская Область;37;Россия;
Вороново;Voronovo;Вороново;106;г. Москва;122;Россия;
Воскресенск;Voskresensk;Воскресенск;109;Московская Область;51;Россия;
Воткинск;Votkinsk;Воткинск;110;Удмуртская Республика;19;Россия;
Вуктыл;Vuktyl;Вуктыл;113;Коми Республика;12;Россия;
Выборг;Vyborg;Выборг;114;Ленинградская Область;48;Россия;
Выдрино;Vydrino;Выдрино;115;Бурятия Республика;4;Россия;
Выльгорт;Vylgort;Выльгорт;117;Республика Коми;116;Россия;
Высокий;Vysokiy;Высокий;119;Мурманская Область;52;Россия;
Высоковск;Vysokovsk;Высоковск;120;Московская Область;51;Россия;
Вычегодский;Vychegodskiy;Вычегодский;123;Архангельская Область;30;Россия;
Вязьма;Vyazma;Вязьма;125;Смоленская Область;68;Россия;
Г вологда, с молочное;Molochnoe;Молочное;361;Вологодская Область;36;Россия;Вологодский
г, Буй;Buy;Буй;72;Костромская Область;45;Россия;
Г. вологда;Vologda;Вологда;98;Вологодская Область;36;Россия;Вологодский
Г. лыткарино московской области;Lytkarino;Лыткарино;331;Московская область;0;Россия;
г. Новосибирск;Novosibirsk;Новосибирск;411;Новосибирская Область;55;Россия;
г. Сосногорска, пгт. Нижний Одес;Sosnogorsk;Сосногорск;557;Другой;123;Россия;
Г. тотьма вологодская обл.;Totma;Тотьма;589;Вологодская Область;36;Россия;Тотемский
г.Балашиха,мкр.Железнодорожный;Balashikha;Балашиха;36;Московская Область;51;Россия;
г.Белозерск;Belozersk;Белозерск;44;Вологодская Область;36;Россия;Белозерский
г.Боровичи;Borovichi;Боровичи;67;Новгородская Область;54;Россия;
г.Вельск;Velsk;Вельск;79;Архангельская Область;30;Россия;
г.Вологда;Vologda;Вологда;98;Вологодская Область;36;Россия;Вологодский
г.Вологда (д. Новое);Vologda;Вологда;98;Вологодская Область;36;Россия;Вологодский
г.Вытегра;Vytegra;Вытегра;122;Вологодская Область;36;Россия;Вытегорский
г.Дмитров;Dmitrov;Дмитров;152;Московская Область;51;Россия;
г.Иваново;Ivanovo;Иваново;192;Ивановская Область;38;Россия;
г.Инсар;Insar;Инсар;204;Мордовия Республика;14;Россия;
г.Кириллов;Kirillov;Кириллов;235;Вологодская Область;36;Россия;Кирилловский
г.котельнич;Kotelnich;Котельнич;277;Кировская Область;44;Россия;
г.Мончегорск;Monchegorsk;Мончегорск;363;Мурманская Область;52;Россия;
г.Москва;Moskva;Москва;366;г. Москва;122;Россия;
г.Мытищи;Mytischi;Мытищи;373;Московская Область;51;Россия;
г.Никольск;Nikolsk;Никольск;400;Вологодская Область;36;Россия;Никольский
г.Рыбинск;Rybinsk;Рыбинск;508;Ярославская Область;77;Россия;
г.Санкт- Петербург;Sankt- Peterburg;Санкт- Петербург;514;Ленинградская Область;48;Россия;
г.Сокол;Sokol;Сокол;548;Вологодская Область;36;Россия;Сокольский
г.Сокол,Вологодская обл.;Sokol;Сокол;548;Вологодская Область;36;Россия;Сокольский
г.Стрежевой;Strezhevoy;Стрежевой;564;Томская Область;71;Россия;
г.Сыктывкар;Syktyvkar;Сыктывкар;570;Республика Коми;116;Россия;
г.Тольятти;Tolyatti;Тольятти;585;Самарская Область;64;Россия;
г.Тюмень;Tyumen;Тюмень;596;Тюменская Область;73;Россия;
г.Ухта;Ukhta;Ухта;620;Коми Республика;12;Россия;
Г.Харовск;Kharovsk;Харовск;632;Вологодская Область;36;Россия;Харовский
г.Череповец;Cherepovets;Череповец;650;Вологодская Область;36;Россия;Череповецкий
г.Чухлома;Chukhloma;Чухлома;660;Костромская Область;45;Россия;
г.Шенкурск;Shenkursk;Шенкурск;669;Архангельская Область;30;Россия;
г.Щёлково;Schelkovo;Щелково;678;Московская Область;51;Россия;
г.Ярославль;Yaroslavl;Ярославль;695;Ярославская Область;77;Россия;
Гаврилов Посад;Gavrilov Posad;Гаврилов Посад;126;Ивановская Область;38;Россия;
Гаврилов-Ям г;Gavrilov-Yam;Гаврилов-Ям;127;Ярославская Область;77;Россия;
Гагино;Gagino;Гагино;128;Нижегородская Область;53;Россия;
Галич;Galich;Галич;129;Костромская Область;45;Россия;
Гаютино;Gayutino;Гаютино;132;Ярославская Область;77;Россия;
Гжель;Gzhel;Гжель;133;Московская Область;51;Россия;
Город;Gorod;Город;137;Липецкая Область;49;Россия;
Город Сыктывкар;Syktyvkar;Сыктывкар;570;Республика Коми;116;Россия;
Готешть;Gotesht;Готешть;138;Кагул;92;Молдова, Республика;
гп Новоселье (Ломоносовский р-н);Novosele;Новоселье;410;Ленинградская Область;48;Россия;
Грязовец;Gryazovets;Грязовец;139;Вологодская Область;36;Россия;Грязовецкий
Грязовец, Вологодская область;Gryazovets;Грязовец;139;Вологодская Область;36;Россия;Грязовецкий
Грязовецкий  р-н, п. Вохтога;Vokhtoga;Вохтога;111;Вологодская Область;36;Россия;Междуреченский
грязовецкий  р-н, поселок Во;Gryazovets;Грязовец;139;Вологодская Область;36;Россия;Грязовецкий
Грязовецкий район, д. Юрово;Yurovo;Юрово;686;Вологодская Область;36;Россия;Грязовецкий
Гусь Хрустальный;Gus Khrustalnyy;Гусь Хрустальный;140;Владимирская Область;34;Россия;
гХаровск;Kharovsk;Харовск;632;Вологодская Область;36;Россия;Харовский
Д. Большая Мось; Bolshaya Mos; Большая Мось;1;Пермский Край;60;Россия;
д. Вахутино; Vakhutino; Вахутино;2;Ярославская Область;77;Россия;
д. Горка-Муравьевская; Gorka-Muravevskaya; Горка-Муравьевская;3;Архангельская Область;30;Россия;
д. Городищево; Gorodischevo; Городищево;4;Вологодская Область;36;Россия;#Н/Д
д. Еремеево, Вологодский район; Eremeevo; Еремеево;5;Вологодская Область;36;Россия;#Н/Д
Д. Кирики Улита; Kiriki-Ulita; Кирики-Улита;6;Вологодская Область;36;Россия;#Н/Д
Д. Кирики-Улита; Kiriki-Ulita; Кирики-Улита;6;Вологодская Область;36;Россия;#Н/Д
д. Кондратово; Kondratovo; Кондратово;7;Пермский Край;60;Россия;
д. Новое; Novoe; Новое;8;Вологодская Область;36;Россия;#Н/Д
Д. Прогресс; Progress; Прогресс;9;Вологодская Область;36;Россия;#Н/Д
д. Тиманова Гора; Timanova Gora; Тиманова Гора;10;Вологодская Область;36;Россия;#Н/Д
д. Урусовская, Верховажский р-н; Urusovskaya; Урусовская;11;Вологодская Область;36;Россия;#Н/Д
д.Ермолово;Ermolovo;Ермолово;168;Вологодская Область;36;Россия;Вологодский
д.Заречье Тарногский район Вологодская область;Zareche;Заречье;184;Вологодская Область;36;Россия;Грязовецкий
д.Кокшарка;Koksharka;Кокшарка;253;Вологодская Область;36;Россия;Бабушкинский
д.Тарасонаволоцкая;Tarasonavolotskaya;Тарасонаволоцкая;576;Архангельская Область;30;Россия;
д.Усть-Вага; Ust-Vaga; Усть-Вага;12;Архангельская Область;30;Россия;
д.Усть-Вага,; Ust-Vaga; Усть-Вага;12;Архангельская Область;30;Россия;
Девятины;Devyatiny;Девятины;144;Вологодская Область;36;Россия;Вытегорский
Дедовск;Dedovsk;Дедовск;145;Московская Область;51;Россия;
Дер. Дудинское Вологодский район;Dudinskoe;Дудинское;161;Вологодская Область;36;Россия;Вологодский
дер.Шипицыно Вельский район;Shipitsyno;Шипицыно;672;Архангельская Область;30;Россия;
Деревня Алексино;Aleksino;Алексино;21;Вологодская Область;36;Россия;Вологодский
деревня Вороновская;Voronovskaya;Вороновская;107;Архангельская Область;30;Россия;
Деревня горка Бабаевский район;Gorka;Горка;136;Вологодская Область;36;Россия;Вологодский
Деревня Кривл;Krivl;Кривл;296;Архангельская Область;30;Россия;
Деревня Мироносица;Mironositsa;Мироносица;354;Вологодская Область;36;Россия;Вологодский
Деревня Степаньково;Stepankovo;Степаньково;563;Вологодская Область;36;Россия;Бабушкинский
Деревня Урмаево;Urmaevo;Урмаево;608;Чувашская Республика - Чувашия;118;Россия;
Дзержинск;Dzerzhinsk;Дзержинск;148;Нижегородская Область;53;Россия;
Дзержинский;Dzerzhinskiy;Дзержинский;149;Московская Область;51;Россия;
Долматово;Dolmatovo;Долматово;154;Архангельская Область;30;Россия;
Домодедово;Domodedovo;Домодедово;155;Московская Область;0;Россия;
Дубна, мо;Dubna;Дубна;157;Московская Область;0;Россия;
Дубовка;Dubovka;Дубовка;158;Вологодская Область;36;Россия;Грязовецкий
Дубовое;Dubovoe;Дубовое;159;Тамбовская Область;69;Россия;
Дубровское;Dubrovskoe;Дубровское;160;Вологодская Область;36;Россия;Грязовецкий
Дяьково;Dyakovo;Дяьково;162;Ивановская Область;38;Россия;
Егорьевск;Egorevsk;Егорьевск;163;Московская Область;51;Россия;
Екатериньург;Ekaterinburg;Екатеринбург;164;Свердловская Область;67;Россия;
Елабуга;Elabuga;Елабуга;165;Татарстан Республика;17;Россия;
Емельяново;Emelyanovo;Емельяново;166;Вологодская Область;36;Россия;Вологодский
Ерцево;Ertsevo;Ерцево;169;Архангельская Область;30;Россия;
Жешарт;Zheshart;Жешарт;173;Коми Республика;12;Россия;
Жиздра;Zhizdra;Жиздра;174;Калужская Область;41;Россия;
Жилино;Zhilino;Жилино;175;Вологодская Область;36;Россия;Вологодский
ЖУКОВ;Zhukov;Жуков;176;Калужская Область;41;Россия;
Жуковский;Zhukovskiy;Жуковский;177;Московская Область;51;Россия;
Заволжск;Zavolzhsk;Заволжск;178;Ивановская Область;38;Россия;
Замежная;Zamezhnaya;Замежная;180;Коми Республика;12;Россия;
Зарайск;Zaraysk;Зарайск;182;Московская Область;51;Россия;
Заречный;Zarechnyy;Заречный;183;Пензенская Область;59;Россия;
Заречье;Zareche;Заречье;184;Калужская Область;41;Россия;
Заручевская д;Zaruchevskaya;Заручевская;185;Архангельская Область;30;Россия;
Звенигород;Zvenigorod;Звенигород;187;Московская Область;51;Россия;
Зеленоград, Москва г;Zelenograd;Зеленоград;188;г. Москва;122;Россия;
Зеленоград,мо;Zelenograd;Зеленоград;188;Московская Область;0;Россия;
Знаменск;Znamensk;Знаменск;189;Астраханская Область;31;Россия;
Иваново;Ivanovo;Иваново;192;Ивановская Область;38;Россия;
Ивантеевка;Ivanteevka;Ивантеевка;193;Московская Область;51;Россия;
Ижемский район;Izhemskiy;Ижемский;198;Коми Республика;12;Россия;
Измалково;Izmalkovo;Измалково;200;Липецкая Область;49;Россия;
Ильинское;Ilinskoe;Ильинское;201;Вологодская Область;36;Россия;Вологодский
Ильинско-Подомское;Ilinsko-Podomskoe;Ильинско-Подомское;202;Архангельская Область;30;Россия;
Инта;Inta;Инта;205;Республика Коми;116;Россия;
Ирдоматка;Irdomatka;Ирдоматка;206;Вологодская Область;36;Россия;Череповецкий
Ирзеньга;Irzenga;Ирзеньга;207;Архангельская Область;30;Россия;
Истра московская область;Istra;Истра;209;Московская область;0;Россия;
Истринский район, пос. Румянцево;Rumyantsevo;Румянцево;507;Московская Область;51;Россия;
Истринский район,пос.Курсаково;Kursakovo;Курсаково;308;Московская Область;51;Россия;
Истринский р-он,пос.Курсаково;Kursakovo;Курсаково;308;Московская Область;51;Россия;
Йошкар-Ола;Yoshkar-Ola;Йошкар-Ола;210;Республика Марий Эл;119;Россия;
Кадников;Kadnikov;Кадников;211;Вологодская Область;36;Россия;Кадниковский
Кадуй;Kaduy;Кадуй;213;Вологодская Область;36;Россия;Кадуйский
Казань;Kazan;Казань;214;Республика Татарстан (Татарстан);121;Россия;
Калуга;Kaluga;Калуга;216;Калужская Область;41;Россия;
Камень-на-оби;Kamen-na-obi;Камень-на-оби;219;Алтайский Край;23;Россия;
Камешково;Kameshkovo;Камешково;220;Владимирская Область;34;Россия;
Камчатский край;Kamchatskiy kray;Камчатский край;221;Камчатский край;129;Россия;
Кандалакша;Kandalaksha;Кандалакша;222;Мурманская Область;52;Россия;
Караваево;Karavaevo;Караваево;224;Костромская Область;45;Россия;
Карагай;Karagay;Карагай;225;Пермский Край;60;Россия;
Каргополь;Kargopol;Каргополь;226;Архангельская Область;30;Россия;
Каспийск;Kaspiysk;Каспийск;227;Дагестан Республика;6;Россия;
Кемь;Kem;Кемь;228;Карелия Республика;11;Россия;
Кизема;Kizema;Кизема;230;Архангельская Область;30;Россия;
Кизнер;Kizner;Кизнер;231;Удмуртская Республика;19;Россия;
Кингисепп;Kingisepp;Кингисепп;232;Ленинградская Область;48;Россия;
Кинешма;Kineshma;Кинешма;233;Ивановская Область;38;Россия;
Кипелово;Kipelovo;Кипелово;234;Вологодская Область;36;Россия;Вологодский
Кириллов;Kirillov;Кириллов;235;Вологодская Область;36;Россия;Кирилловский
Кириллов (Вологодская область);Kirillov;Кириллов;235;Вологодская Область;36;Россия;Кирилловский
Кириллов (Город);Kirillov;Кириллов;235;Вологодская Область;36;Россия;Кирилловский
Кириллрв;Kirillov;Кириллов;235;Вологодская Область;36;Россия;Кирилловский
Кириши;Kirishi;Кириши;236;Ленинградская Область;48;Россия;
Кирово-Чепецк;Kirovo-Chepetsk;Кирово-Чепецк;238;Кировская Область;44;Россия;
Кировск;Kirovsk;Кировск;239;Ленинградская Область;48;Россия;
Кич. городок;Kichmengskiy gorodok;Кичменгский городок;242;Вологодская Область;36;Россия;Кичменгско-Городецкий
Кич-городок;Kichmengskiy gorodok;Кичменгский городок;242;Вологодская Область;36;Россия;Кичменгско-Городецкий
Кичменьгский Городок;Kichmengskiy gorodok;Кичменгский городок;242;Вологодская Область;36;Россия;Кичменгско-Городецкий
Климовское;Klimovskoe;Климовское;243;Вологодская Область;36;Россия;Череповецкий
Клинцы;Klintsy;Клинцы;245;Брянская Область;33;Россия;
Княжпогост;Knyazhpogost;Княжпогост;246;Коми Республика;12;Россия;
Ковдор;Kovdor;Ковдор;247;Мурманская Область;52;Россия;
Ковров;Kovrov;Ковров;248;Владимирская Область;34;Россия;
Ковылкино;Kovylkino;Ковылкино;249;Мордовия Республика;14;Россия;
Кологрив;Kologriv;Кологрив;254;Костромская Область;45;Россия;
Колоколец;Kolokolets;Колоколец;255;Вологодская Область;36;Россия;Устюженский
КОЛОМАСОВО;Kolomasovo;Коломасово;256;Мордовия Республика;14;Россия;
Кольчугино;Kolchugino;Кольчугино;259;Владимирская Область;34;Россия;
Коммунар;Kommunar;Коммунар;260;Ленинградская Область;48;Россия;
Коммунарка;Kommunarka;Коммунарка;261;г. Москва;122;Россия;
Комсомольск;Komsomolsk;Комсомольск;262;Ивановская Область;38;Россия;
Комсомольск-на-Амуре;Komsomolsk-na-Amure;Комсомольск-на-Амуре;263;Хабаровский Край;28;Россия;
Конаково;Konakovo;Конаково;264;Тверская Область;70;Россия;
Кононовская;Kononovskaya;Кононовская;265;Архангельская Область;30;Россия;
Коноша;Konosha;Коноша;266;Архангельская Область;30;Россия;
Королёв;Korolev;Королев;268;Московская Область;51;Россия;
Корткерос;Kortkeros;Корткерос;269;Республика Коми;116;Россия;
Коряжма;Koryazhma;Коряжма;270;Архангельская Область;30;Россия;
Косково;Koskovo;Косково;271;Вологодская Область;36;Россия;Кичменгско-Городецкий
Костино;Kostino;Костино;273;Кировская Область;44;Россия;
Костомукша;Kostomuksha;Костомукша;274;Карелия Республика;11;Россия;
Котельники;Kotelniki;Котельники;276;Московская Область;51;Россия;
Котлас;Kotlas;Котлас;278;Архангельская Область;30;Россия;
Кохма;Kokhma;Кохма;279;Ивановская Область;38;Россия;
Красноборск;Krasnoborsk;Красноборск;282;Архангельская Область;30;Россия;
Красногорск;Krasnogorsk;Красногорск;284;Московская Область;51;Россия;
Краснодар;Krasnodar;Краснодар;285;Краснодарский Край;24;Россия;
Краснознаменск;Krasnoznamensk;Краснознаменск;287;Московская Область;51;Россия;
Краснообск;Krasnoobsk;Краснообск;288;Новосибирская Область;55;Россия;
Красноперекопский район;Krasnoperekopskiy rayon;Красноперекопский район;290;Ярославская Область;77;Россия;
Красноярск;Krasnoyarsk;Красноярск;291;Красноярский Край;25;Россия;
Красные ткачи;Krasnye tkachi;Красные ткачи;292;Ярославская Область;77;Россия;
Кременки;Kremenki;Кременки;295;Калужская Область;41;Россия;
Кубенское;Kubenskoe;Кубенское;298;Вологодская Область;36;Россия;Вологодский
Кубинка-1;Kubinka-1;Кубинка-1;299;Московская Область;51;Россия;
Кудрино;Kudrino;Кудрино;301;Вологодская Область;36;Россия;Вологодский
Кудрово;Kudrovo;Кудрово;302;Ленинградская Область;48;Россия;
кузьмолово;Kuzmolovo;Кузьмолово;303;Ленинградская Область;48;Россия;
Кулой;Kuloy;Кулой;304;Архангельская Область;30;Россия;
Кумёны;Kumyony;Кумёны;305;Кировская Область;44;Россия;
Курба;Kurba;Курба;306;Ярославская Область;77;Россия;
Курган;Kurgan;Курган;307;Курганская Область;46;Россия;
Курсаково;Kursakovo;Курсаково;308;Московская Область;51;Россия;
Курск;Kursk;Курск;309;Курская Область;47;Россия;
Кушва;Kushva;Кушва;310;Свердловская Область;67;Россия;
Куялово;Kuyalovo;Куялово;311;Ленинградская Область;48;Россия;
Кызыл;Kyzyl;Кызыл;312;Тыва Республика;18;Россия;
Кыштым;Kyshtym;Кыштым;313;Челябинская Область;75;Россия;
Лебедянь;Lebedyan;Лебедянь;314;Липецкая Область;49;Россия;
Лежнево;Lezhnevo;Лежнево;315;Ивановская Область;38;Россия;
Ленинград;Leningrad;Ленинград;316;Вологодская Область;36;Россия;0
Ленинск;Leninsk;Ленинск;317;Пермский Край;60;Россия;
Лесково;Leskovo;Лесково;318;Вологодская область;102;Франция;Вологодский
Лесной;Lesnoy;Лесной;319;Свердловская Область;67;Россия;
Леушинская;Leushinskaya;Леушинская;320;Вологодская Область;36;Россия;Вологодский
Лешуконское;Leshukonskoe;Лешуконское;321;Архангельская Область;30;Россия;
Ликино-Дулево;Likino-Dulevo;Ликино-Дулево;322;Московская Область;51;Россия;
Липецк;Lipetsk;Липецк;323;Липецкая Область;49;Россия;
Липецкая область;Lipetsk;Липецк;323;Липецкая Область;49;Россия;
Лобня;Lobnya;Лобня;325;Московская Область;51;Россия;
Ловозеро;Lovozero;Ловозеро;326;Мурманская Область;52;Россия;
Луга;Luga;Луга;328;Ленинградская Область;48;Россия;
Луховицы;Lukhovitsy;Луховицы;330;Московская Область;51;Россия;
Лыткарино;Lytkarino;Лыткарино;331;Московская Область;51;Россия;
Майский;Mayskiy;Майский;334;Вологодская Область;36;Россия;Вологодский
Макарьев;Makarev;Макарьев;335;Костромская Область;45;Россия;
Максатиха;Maksatikha;Максатиха;336;Тверская Область;70;Россия;
Малиновка;Malinovka;Малиновка;337;Архангельская Область;30;Россия;
Малмыж;Malmyzh;Малмыж;338;Кировская Область;44;Россия;
Малоярославец;Maloyaroslavets;Малоярославец;339;Калужская Область;41;Россия;
Марково;Markovo;Марково;341;Вологодская Область;36;Россия;Вологодский
Марфино;Marfino;Марфино;342;Вологодская Область;36;Россия;Вологодский
Маяковский;Mayakovskiy;Маяковский;343;Ярославская Область;77;Россия;
Мга;Mga;Мга;344;Ленинградская Область;48;Россия;
Мезень;Mezen;Мезень;345;Архангельская Область;30;Россия;
Меленки;Melenki;Меленки;346;Владимирская Область;34;Россия;
Менделеево;Mendeleevo;Менделеево;347;Московская Область;51;Россия;
Мензелинск;Menzelinsk;Мензелинск;348;Татарстан Республика;17;Россия;
Миасс;Miass;Миасс;349;Челябинская Область;75;Россия;
Микрорайон Юрьевец;Yurevets;Юрьевец;688;Владимирская Область;34;Россия;
Микунь;Mikun;Микунь;351;Коми Республика;12;Россия;
Мирный;Mirnyy;Мирный;353;Архангельская Область;30;Россия;
Мирный (Архангельская) (Северо-Западный);Mirnyy;Мирный;353;Архангельская Область;30;Россия;
Михайловск;Mikhaylovsk;Михайловск;355;Свердловская Область;67;Россия;
Мичуринск;Michurinsk;Мичуринск;356;Тамбовская Область;69;Россия;
Можайск;Mozhaysk;Можайск;357;Московская Область;0;Россия;
Можайское;Mozhayskoe;Можайское;358;Вологодская Область;36;Россия;Вологодский
Можга;Mozhga;Можга;359;Удмуртская Республика;19;Россия;
Мокроус;Mokrous;Мокроус;360;Саратовская Область;65;Россия;
Молочное;Molochnoe;Молочное;361;Вологодская Область;36;Россия;Вологодский
Морозово;Morozovo;Морозово;364;Вологодская Область;36;Россия;Верховажский
Москва;Moskva;Москва;366;Москва;0;Россия;
Москва  внииа им.духова.н.л;Moskva;Москва;366;Москва;0;Россия;
Москва (Moscow, Russia);Moskva;Москва;366;Московская Область;51;Россия;
Москва веломаркет цска ювентаспорт;Moskva;Москва;366;Москва;0;Россия;
Москва троицк;Troitsk;Троицк;591;Москва;0;Россия;
Москва, нулымы;Moskva;Москва;366;Москва;0;Россия;
Москва, троицк;Troitsk;Троицк;591;Москва;0;Россия;
Московская обл;Moskva;Москва;366;Московская область;0;Россия;
Московская обл мкр заря;Zarya;Заря;186;Московская область;0;Россия;
МОСКОВСКАЯ ОБЛАСТЬ, ПАВЛОВО-ПОСАДСКИЙ РАЙОН, ПАВЛОВСКИЙ ПОСАД;Pavlovskiy Posad;Павловский Посад;437;Московская Область;51;Россия;
Мстёра;Mstyora;Мстёра;367;Владимирская Область;34;Россия;
Мурино;Murino;Мурино;368;Ленинградская Область;48;Россия;
Муром;Murom;Муром;371;Владимирская Область;34;Россия;
Мурыгино;Murygino;Мурыгино;372;Кировская Область;44;Россия;
Мышкин;Myshkin;Мышкин;374;Ярославская Область;77;Россия;
Н;Nizhniy Novgorod;Нижний Новгород;397;Нижегородская Область;53;Россия;
Н.Новгород;Nizhniy Novgorod;Нижний Новгород;397;Нижегородская Область;53;Россия;
Набережные Челны;Naberezhnye Chelny;Набережные Челны;375;Татарстан Республика;17;Россия;
Навля;Navlya;Навля;376;Брянская Область;33;Россия;
Надеево;Nadeevo;Надеево;377;Вологодская Область;36;Россия;Вологодский
Наро-Фоминск;Naro-Fominsk;Наро-Фоминск;378;Московская Область;51;Россия;
Нарьян-Мар;Naryan-Mar;Нарьян-Мар;379;Ненецкий Автономный округ;81;Россия;
Нахабино;Nakhabino;Нахабино;381;Московская Область;51;Россия;
Находка;Nakhodka;Находка;382;Приморский Край;26;Россия;
Не указан;Ne ukazan;Не указан;383;Вологодская Область;36;Россия;0
Невель;Nevel;Невель;384;Псковская Область;61;Россия;
Невьянск;Nevyansk;Невьянск;386;Свердловская Область;67;Россия;
Некрасовский район;Nekrasovskiy rayon;Некрасовский район;387;г. Москва;122;Россия;
Нелидово;Nelidovo;Нелидово;388;Тверская Область;70;Россия;
Ненецкий Автономный округ;Nenetskiy Avtonomnyy okrug;Ненецкий Автономный округ;389;Ненецкий Автономный округ;81;Россия;
Непотягово;Nepotyagovo;Непотягово;390;Вологодская Область;36;Россия;Вологодский
Нерехта;Nerekhta;Нерехта;391;Костромская Область;45;Россия;
НЕФТЕКАМСК;NEFTEKAMSK;НЕФТЕКАМСК;392;Башкортостан Республика;3;Россия;
Нефтеюганск;Nefteyugansk;Нефтеюганск;393;Ханты-Мансийский АО - Югра Автономный округ;82;Россия;
Нея;Neya;Нея;394;Костромская Область;45;Россия;
Нижегородская область Сокольский район деревня Молчанова улица Клепиковская дом 21;Molchanova;Молчанова;362;Нижегородская Область;53;Россия;
Нижневартовск;Nizhnevartovsk;Нижневартовск;395;Ханты-Мансийский АО - Югра Автономный округ;82;Россия;
Нижнее Чажестрово;Nizhnee Chazhestrovo;Нижнее Чажестрово;396;Архангельская Область;30;Россия;
НИЖНИЙ НОВГОРОД;Nizhniy Novgorod;Нижний Новгород;397;Нижегородская Область;53;Россия;
Нижний одес;Nizhniy odes;Нижний одес;398;Коми Республика;12;Россия;
Нижний Тагил, Свердловская обл;Nizhniy Tagil;Нижний Тагил;399;Свердловская Область;67;Россия;
Никольск;Nikolsk;Никольск;400;Вологодская Область;36;Россия;Никольский
Никольский район, д. Вырыпаево;Vyrypaevo;Вырыпаево;118;Вологодская Область;36;Россия;Никольский
Никольский район, д. Кожаево;Kozhaevo;Кожаево;251;Вологодская Область;36;Россия;Никольский
Никольский район, д.Аргуново;Argunovo;Аргуново;28;Вологодская Область;36;Россия;Никольский
Никольский район, д.Никольское;Nikolskoe;Никольское;401;Вологодская Область;36;Россия;Никольский
Никулино;Nikulino;Никулино;402;Тверская Область;70;Россия;
Ново талицы;Novo talitsy;Ново талицы;403;Ивановская Область;38;Россия;
Новогорск;Novogorsk;Новогорск;405;Московская Область;51;Россия;
Новодвинск;Novodvinsk;Новодвинск;406;Архангельская Область;30;Россия;
Новое Девяткино;Novoe Devyatkino;Новое Девяткино;408;Ленинградская Область;48;Россия;
Новомосковск;Novomoskovsk;Новомосковск;409;Тульская Область;72;Россия;
Новоуральск;Novouralsk;Новоуральск;412;Свердловская Область;67;Россия;
Новый Некоуз;Novyy Nekouz;Новый Некоуз;413;Ярославская Область;77;Россия;
Ногинск;Noginsk;Ногинск;414;Московская Область;51;Россия;
